Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_1606_15_0	omega_1606_15	99b758fbe45d913f32b14466cc661515	0.714	0.534	0.181	1.125	0.788	0.337	0.903	0.623	0.28	728.979
omega_1223_41_0	omega_1223_41	bae181da6e661046c3ca0a4d16a6c212	0.714	0.514	0.2	0.971	0.643	0.328	1.058	0.719	0.339	856.971
omega_369_30_0	omega_369_30	62f2a533fc63b15bc6d4bcfcbd4c84dd	0.714	0.551	0.163	1.101	0.772	0.328	0.902	0.658	0.244	772.688
omega_1680_45_0	omega_1680_45	c8bf75c749685a746617cf4f952e869f	0.713	0.5	0.213	1.034	0.688	0.346	1.004	0.647	0.357	763.758
omega_458_1_0	omega_458_1	d5efdb0610d2f6b854a729f70998c3b3	0.713	0.526	0.187	0.973	0.683	0.29	1.041	0.696	0.345	824.948
omega_663_50_0	omega_663_50	0d41d8e83cbc9c8fd69ed11fa17dfd63	0.713	0.526	0.187	0.981	0.697	0.285	1.034	0.682	0.352	807.016
omega_1397_9_0	omega_1397_9	19837a19fbb675c7111938f8d87ecdd5	0.712	0.466	0.247	1.016	0.626	0.39	1.047	0.645	0.402	764.806
omega_893_32_0	omega_893_32	73305051bf924d1d4aedd080bfa5eabf	0.712	0.512	0.201	1.038	0.704	0.334	0.986	0.652	0.334	768.918
omega_319_9_0	omega_319_9	c18747d3b17183ea9df3a989c1341652	0.712	0.511	0.201	1.023	0.708	0.315	1.004	0.648	0.356	763.559
omega_315_3_0	omega_315_3	60c744240063cdeaef89ec74fa56f0a3	0.712	0.482	0.23	1.059	0.68	0.378	0.993	0.623	0.37	733.994
omega_1327_4_0	omega_1327_4	5487bd1fe6503ba10029423db5cff0de	0.712	0.489	0.223	1.163	0.685	0.477	0.926	0.63	0.295	743.046
omega_167_50_0	omega_167_50	2b55ec8f70ad4b4faff2a9278aa2c86f	0.712	0.518	0.194	0.997	0.688	0.308	1.02	0.677	0.343	801.087
omega_227_38_0	omega_227_38	a82fface1efcf5045be09dfda9e48308	0.712	0.514	0.198	1.035	0.699	0.337	0.984	0.661	0.323	779.879
omega_1045_36_0	omega_1045_36	37146052944d4bd8d74f84f7747db54f	0.712	0.488	0.224	0.901	0.593	0.308	1.184	0.734	0.451	880.686
omega_1114_3_0	omega_1114_3	0ee436f91c955ba12d04de0635d88719	0.712	0.484	0.228	0.893	0.582	0.311	1.201	0.742	0.459	892.53
omega_165_17_0	omega_165_17	e86d21187e8cadc2430696ccf522b2eb	0.711	0.455	0.256	1.073	0.637	0.436	0.998	0.615	0.383	727.021
omega_2116_3_0	omega_2116_3	1dd55e76dccd939eb4d96fd434fce6e2	0.71	0.565	0.146	1.094	0.84	0.253	0.888	0.633	0.255	739.184
omega_2053_10_0	omega_2053_10	016b4cfeb99cd47d8421250342a9d821	0.71	0.526	0.185	1.211	0.82	0.391	0.854	0.594	0.26	692.931
omega_2064_39_0	omega_2064_39	fa6016cad76613462d0084a68be1fce6	0.71	0.519	0.191	0.947	0.64	0.307	1.067	0.733	0.334	875.303
omega_1393_20_0	omega_1393_20	79ce33718c96921edfe1b7795c8910a7	0.71	0.447	0.263	1.086	0.643	0.443	0.987	0.595	0.392	701.73
omega_2069_17_0	omega_2069_17	14e5b3fef56fda19a4b8dd2e67f63949	0.71	0.55	0.16	1.039	0.735	0.304	0.938	0.685	0.253	808.461
omega_975_7_0	omega_975_7	5e5cef156201e29540ae504ca5767803	0.71	0.512	0.198	1.093	0.744	0.349	0.935	0.621	0.314	728.922
omega_791_41_0	omega_791_41	2f8c5e6939e33fdd7d525fa156997bd3	0.709	0.497	0.212	0.996	0.678	0.318	1.041	0.651	0.39	768.746
omega_1865_26_0	omega_1865_26	73a0bec629fc0894050e388a31c3061a	0.709	0.574	0.135	1.126	0.827	0.299	0.85	0.652	0.198	763.353
omega_524_2_0	omega_524_2	f74be2d506a3e4ad375ff232a2ee5dd7	0.709	0.591	0.118	0.998	0.775	0.223	0.915	0.713	0.202	840.621
omega_1557_19_0	omega_1557_19	2463b39e8fda02454329914fbd2752cf	0.709	0.591	0.118	1.025	0.826	0.199	0.901	0.675	0.226	791.118
omega_2179_47_0	omega_2179_47	bd16237310d288713e547cc4311e07a1	0.709	0.495	0.214	0.967	0.639	0.328	1.068	0.687	0.381	816.38
omega_671_48_0	omega_671_48	07c8ed06f2684c506c83c001160a00b8	0.708	0.412	0.297	1.021	0.556	0.466	1.064	0.614	0.449	731.737
omega_109_7_0	omega_109_7	5839519ad2391b5287250e7c3f901c69	0.708	0.547	0.161	1.125	0.868	0.257	0.899	0.597	0.302	694.429
omega_1648_2_0	omega_1648_2	9d356c2cf17199ab75b1f012b82c1e25	0.708	0.577	0.131	1.005	0.798	0.207	0.939	0.676	0.263	793.572
omega_1461_33_0	omega_1461_33	2fcce09c20e42eccb48df3654071fa7c	0.708	0.44	0.268	1.022	0.607	0.416	1.045	0.616	0.429	729.742
omega_1033_17_0	omega_1033_17	03b8cb304252cf44bee4690649c94cb7	0.707	0.564	0.143	1.005	0.752	0.253	0.941	0.693	0.249	816.791
omega_2043_9_0	omega_2043_9	541ffb856511514f284cebc18c608abf	0.707	0.582	0.125	1.076	0.835	0.241	0.865	0.658	0.207	769.765
omega_163_33_0	omega_163_33	dc09193a22c8e30d5b63c4a5e86d0056	0.707	0.49	0.217	1.045	0.667	0.378	0.987	0.649	0.337	767.614
omega_1542_2_0	omega_1542_2	41c8220e7f137017ce401ee71bac1f1e	0.707	0.544	0.163	1.119	0.793	0.326	0.88	0.634	0.246	742.781
omega_171_9_0	omega_171_9	f2c881629879a5844fd9593beae0e647	0.707	0.606	0.101	0.985	0.813	0.172	0.902	0.704	0.198	827.445
omega_191_3_0	omega_191_3	b513ed23dd24aff0b1c6cf60e0fe29bc	0.707	0.516	0.191	0.996	0.734	0.261	1.048	0.635	0.414	745.93
omega_1954_3_0	omega_1954_3	0604c4a4d22717b0a38ba14ed0cb36d4	0.707	0.518	0.188	1.338	0.941	0.397	0.799	0.536	0.263	619.729
omega_515_7_0	omega_515_7	0cf80f2b2dc81102368b0bca0c360c6d	0.706	0.556	0.151	0.99	0.726	0.264	0.962	0.703	0.259	831.008
omega_1689_4_0	omega_1689_4	9bb78c8d0c35bb3a6284241c0ebf89ff	0.706	0.605	0.101	1.038	0.847	0.192	0.856	0.679	0.177	795.445
omega_384_44_0	omega_384_44	d2f6dd11df5e6766c7fb9ea2675f6f1f	0.706	0.499	0.207	1.012	0.674	0.338	1.006	0.657	0.349	777.438
omega_318_46_0	omega_318_46	72b5abafd53603bb4771004db8d84002	0.705	0.561	0.145	1.073	0.808	0.265	0.888	0.647	0.241	757.176
omega_1532_2_0	omega_1532_2	de879a6327a1d286b18b824c5289fe68	0.705	0.541	0.164	1.242	0.891	0.351	0.815	0.58	0.235	673.169
omega_1002_1_0	omega_1002_1	034e4bc5cac3d9ff3032d3797d157921	0.705	0.599	0.106	0.912	0.733	0.179	0.973	0.766	0.206	909.444
omega_1821_5_0	omega_1821_5	e8f34c43f74f8cd0821cca43c4ab0c69	0.705	0.538	0.167	1.033	0.794	0.24	0.981	0.625	0.355	731.537
omega_703_6_0	omega_703_6	b943894331be5cb7bd8d926412d78eb4	0.705	0.544	0.16	1.194	0.85	0.344	0.833	0.602	0.231	701.63
omega_1320_16_0	omega_1320_16	e1adb163e9a4de7b5bc2d789b240edd2	0.704	0.503	0.201	0.978	0.669	0.309	1.037	0.67	0.367	793.175
omega_639_39_0	omega_639_39	37cd377dc9d17015820d1db12c1ffaec	0.704	0.474	0.231	1.0	0.648	0.352	1.039	0.638	0.401	754.429
omega_733_20_0	omega_733_20	115e43a9d5b2b32e7e56e7023d6af207	0.704	0.491	0.213	1.094	0.683	0.411	0.943	0.636	0.307	750.399
omega_1088_9_0	omega_1088_9	2aa3e4dfbb3332a4b090edbbdf78d7c4	0.704	0.515	0.189	1.203	0.783	0.42	0.856	0.601	0.255	702.6
omega_822_1_0	omega_822_1	150b6dd79d95d009e1bfd8951a256109	0.704	0.545	0.158	1.06	0.775	0.285	0.911	0.648	0.263	760.839
omega_680_37_0	omega_680_37	91a2ae5b50501923a700d1b9bae99e0b	0.704	0.595	0.109	1.076	0.87	0.206	0.84	0.653	0.187	762.726
omega_692_5_0	omega_692_5	80c170cba36c14c581431d7533a4d379	0.704	0.527	0.177	1.015	0.711	0.304	0.968	0.671	0.297	791.55
omega_670_4_0	omega_670_4	e1cb18892259b4201b8c7e0b0abad8d6	0.704	0.563	0.141	0.94	0.726	0.213	1.006	0.715	0.292	845.64
omega_522_9_0	omega_522_9	666f28a99cba5249940945c5273e9e41	0.703	0.466	0.238	1.082	0.677	0.405	0.964	0.599	0.365	705.252
omega_623_37_0	omega_623_37	063f96bd647cb90d0b968dc3b36facf9	0.703	0.501	0.203	0.977	0.668	0.309	1.038	0.667	0.371	789.48
omega_621_28_0	omega_621_28	d6bde756ade4ec13740245bdb2c823d9	0.703	0.522	0.181	0.991	0.704	0.287	0.998	0.669	0.328	790.227
omega_1520_19_0	omega_1520_19	f2d9a7d47095ea54838b777b4a26f8d7	0.703	0.453	0.25	1.344	0.801	0.543	0.827	0.51	0.317	592.337
omega_140_47_0	omega_140_47	af4d2633d9f5cd9c46094e10402a3092	0.703	0.482	0.221	0.99	0.646	0.343	1.036	0.655	0.381	776.183
omega_1801_35_0	omega_1801_35	f3a20bad30bbbb6f467f26bb7f80a45c	0.702	0.469	0.233	0.929	0.587	0.342	1.122	0.701	0.421	838.845
omega_2073_36_0	omega_2073_36	3e9a977c7fa75cb993ecd6e6ec3106e2	0.702	0.495	0.207	1.091	0.689	0.403	0.936	0.637	0.299	750.909
omega_668_49_0	omega_668_49	d0e6bf9aa5f7ef7252871230e3521409	0.702	0.661	0.041	1.025	0.922	0.103	0.763	0.7	0.063	818.224
omega_936_6_0	omega_936_6	75cee1403384c7e53b158852c2a0e1fb	0.701	0.647	0.054	1.002	0.878	0.123	0.799	0.711	0.088	833.207
omega_473_3_0	omega_473_3	85b0e3d4b20e3b64d28fdc4a3cc92d32	0.701	0.547	0.154	1.077	0.807	0.27	0.894	0.63	0.264	736.729
omega_1551_17_0	omega_1551_17	bd2bbbbb1d05b29ccd00ec2f6b358692	0.701	0.529	0.172	0.94	0.669	0.27	1.037	0.716	0.321	851.332
omega_1010_18_0	omega_1010_18	a76b6f319127763737578f010fb83047	0.701	0.565	0.136	1.257	0.899	0.357	0.783	0.603	0.18	701.29
omega_2118_17_0	omega_2118_17	4b443f187e59fb0707268cacf547d93f	0.701	0.529	0.171	1.059	0.754	0.305	0.921	0.64	0.281	751.28
omega_489_17_0	omega_489_17	88830dee77b159d00ed8bc346a11fb55	0.7	0.526	0.174	0.997	0.705	0.292	0.976	0.674	0.302	796.436
omega_2079_22_0	omega_2079_22	e23e01a5a14c96667d230f104c0aa6a0	0.7	0.462	0.238	1.058	0.664	0.394	0.979	0.603	0.376	709.969
omega_88_2_0	omega_88_2	ffd590a62561c9f044cf544f68ab8358	0.7	0.522	0.178	1.186	0.81	0.376	0.848	0.595	0.253	693.914
omega_1434_34_0	omega_1434_34	aa5d33fb00b70b42d51284f5668b8055	0.7	0.47	0.23	0.979	0.617	0.363	1.049	0.665	0.385	790.542
omega_34_20_0	omega_34_20	9b018e493428dbc1a2dd1350c2ce86da	0.7	0.443	0.257	1.115	0.662	0.453	0.944	0.572	0.372	672.517
omega_534_5_0	omega_534_5	c1224114c306cd0547ac48f257665b88	0.7	0.495	0.205	1.021	0.689	0.331	0.986	0.637	0.349	750.67
omega_1390_4_0	omega_1390_4	d509bacdb54193e3bff464115afa3272	0.699	0.525	0.174	0.971	0.679	0.292	1.0	0.698	0.302	828.036
omega_868_49_0	omega_868_49	4ef1a960d8268fb81bd595ceb0fe1ad6	0.699	0.502	0.197	0.954	0.673	0.281	1.062	0.665	0.397	786.508
omega_848_22_0	omega_848_22	f2f6140569f84f7f742e2d4c5eb5a294	0.699	0.514	0.185	0.864	0.61	0.253	1.171	0.765	0.406	918.966
omega_1925_47_0	omega_1925_47	109c4c56c835b6d2cfac1da1e6581b4b	0.699	0.503	0.196	0.923	0.636	0.287	1.088	0.705	0.382	840.496
omega_2188_9_0	omega_2188_9	8ac12915613239f0d522654b762af1cf	0.698	0.573	0.125	1.097	0.874	0.223	0.847	0.624	0.223	727.553
omega_20_11_0	omega_20_11	f4018b4bd81c180a102d3256f0f2bd91	0.698	0.496	0.202	1.115	0.721	0.394	0.907	0.614	0.293	721.115
omega_772_4_0	omega_772_4	cbcc026fd1faaa0d8480e9cb648ffc6c	0.698	0.44	0.258	1.322	0.78	0.542	0.832	0.502	0.33	583.213
omega_1262_2_0	omega_1262_2	e28585d23f7b88da22454d335e42fcd6	0.697	0.477	0.22	1.179	0.759	0.42	0.878	0.562	0.316	655.978
omega_108_7_0	omega_108_7	ab339b4c3b6ac201800c402ae1bf08a0	0.697	0.572	0.125	0.988	0.756	0.233	0.915	0.701	0.214	827.385
omega_1291_47_0	omega_1291_47	b52c49a2e5c1422b015d37c422f989b2	0.697	0.594	0.103	0.96	0.753	0.207	0.907	0.737	0.17	871.906
omega_1034_41_0	omega_1034_41	8f066c55eb84f459667a142f3961faa1	0.697	0.497	0.199	0.986	0.67	0.316	1.009	0.658	0.351	778.595
omega_538_15_0	omega_538_15	10ac7111d44ba765116bf63717c5146d	0.697	0.569	0.128	0.987	0.786	0.202	0.932	0.673	0.258	791.225
omega_1970_35_0	omega_1970_35	7056699279fd4fe6400ca9e4fca27774	0.696	0.516	0.181	0.999	0.697	0.301	0.975	0.664	0.311	784.722
omega_2094_1_0	omega_2094_1	4ed9631b37a43393d0b7dda1088ca022	0.696	0.512	0.185	1.15	0.81	0.34	0.869	0.582	0.287	678.16
omega_1947_5_0	omega_1947_5	7b62108cd73350978ddff14c9803953e	0.696	0.479	0.217	1.171	0.717	0.454	0.884	0.591	0.293	692.937
omega_90_12_0	omega_90_12	8ee4768f26ba93927cc02ca12ca3ba16	0.696	0.59	0.106	0.921	0.739	0.182	0.949	0.745	0.205	882.114
omega_255_21_0	omega_255_21	4260c5c0af7be8f9f68d8238bb40d060	0.696	0.614	0.082	0.949	0.836	0.114	0.924	0.698	0.226	819.481
omega_427_4_0	omega_427_4	8c40c0a6e20e1b75aed1d982af20a0da	0.696	0.494	0.202	1.042	0.664	0.378	0.961	0.658	0.303	779.247
omega_1043_26_0	omega_1043_26	24ff6881a00252fead3034c8389bc7c4	0.695	0.557	0.137	1.172	0.871	0.302	0.809	0.608	0.201	707.715
omega_1133_1_0	omega_1133_1	dc17bc1d935fcb6d82d91c915a758497	0.695	0.519	0.175	1.186	0.746	0.44	0.856	0.631	0.225	740.72
omega_2063_20_0	omega_2063_20	29abf8bb371d2b4dfd110aa773163468	0.695	0.583	0.111	1.028	0.793	0.235	0.863	0.688	0.175	808.659
omega_511_9_0	omega_511_9	d1b21be1fd3a34f1ac783499e890a70a	0.694	0.508	0.187	0.95	0.637	0.313	1.03	0.714	0.316	851.723
omega_1820_5_0	omega_1820_5	22b2447856029fb74201a94a8f006523	0.694	0.527	0.167	1.148	0.77	0.378	0.856	0.626	0.23	733.653
omega_173_30_0	omega_173_30	93de2d024ec2e6a655d564fb8e1c088b	0.694	0.456	0.238	1.0	0.634	0.366	1.024	0.619	0.405	731.473
omega_1836_15_0	omega_1836_15	b809ccf9049cebeee1b2a8feb84b1389	0.694	0.48	0.214	0.987	0.648	0.338	1.016	0.649	0.368	768.109
omega_1743_4_0	omega_1743_4	ab99f4a9827bd37a9a47ff8bb91d526a	0.693	0.552	0.142	1.056	0.809	0.247	0.884	0.635	0.249	742.682
omega_539_3_0	omega_539_3	4490b4916e850c68e976537f55befd55	0.693	0.428	0.265	1.149	0.628	0.521	0.924	0.573	0.351	674.73
omega_1087_15_0	omega_1087_15	1d462d9a7373657964d0812d37ecbf24	0.693	0.529	0.164	0.976	0.703	0.273	0.973	0.681	0.292	805.043
omega_1663_35_0	omega_1663_35	fc4080c428d2ac5a94d99524807ef054	0.693	0.5	0.193	0.973	0.677	0.296	1.013	0.658	0.355	777.543
omega_18_49_0	omega_18_49	88c679a1e7cdc62d787fce6cc0396fea	0.693	0.529	0.164	1.336	0.919	0.417	0.767	0.555	0.212	643.264
omega_634_8_0	omega_634_8	f8c3599857af83e36e48c674dd8abd3d	0.693	0.49	0.203	1.127	0.78	0.348	0.896	0.568	0.328	663.137
omega_1946_33_0	omega_1946_33	0f7b14157f6aadc2f14c755686561ccd	0.693	0.568	0.125	1.343	0.927	0.416	0.746	0.595	0.151	690.266
omega_1959_50_0	omega_1959_50	b22aa8e6bf9e8f17f3fb36c3d26fdc4b	0.692	0.57	0.122	1.015	0.789	0.226	0.883	0.672	0.211	788.735
omega_407_4_0	omega_407_4	e6fc63aa4dcf3cd961523e1e726f7470	0.692	0.528	0.163	0.959	0.7	0.258	0.991	0.683	0.308	807.227
omega_221_22_0	omega_221_22	523c515f4d0c37e93c9bb647b4fe4833	0.692	0.532	0.16	1.14	0.838	0.302	0.846	0.593	0.253	690.742
omega_2100_4_0	omega_2100_4	6c5e417b56609c9e69f5a18d888c0c08	0.691	0.533	0.158	0.976	0.684	0.292	0.964	0.708	0.256	839.495
omega_252_1_0	omega_252_1	fbd8a95209f8b220d7f7e16c248c0e6b	0.691	0.53	0.161	0.976	0.71	0.266	0.967	0.677	0.289	799.737
omega_767_1_0	omega_767_1	fd5fa50b882d117db6aeaf5f81cf99d4	0.691	0.494	0.197	0.975	0.677	0.298	1.013	0.647	0.366	764.197
omega_1964_28_0	omega_1964_28	1f5d9003b2de4c964a29926f13ce0d73	0.691	0.534	0.157	1.028	0.727	0.301	0.915	0.668	0.247	787.792
omega_317_40_0	omega_317_40	5bfdf4910347fd71ec0e71a572b1dbb4	0.691	0.469	0.222	1.013	0.655	0.358	0.992	0.622	0.369	734.629
omega_698_10_0	omega_698_10	fd34b3f7939c5646d73abab202754c43	0.691	0.574	0.116	1.126	0.91	0.216	0.81	0.609	0.201	708.168
omega_960_29_0	omega_960_29	ec1fa90bb01ebf002c01d71848fbc3b9	0.69	0.558	0.132	1.044	0.787	0.256	0.872	0.657	0.214	771.356
omega_2163_29_0	omega_2163_29	f0463273330be333c55729ef5cd819c7	0.69	0.557	0.133	1.202	0.895	0.307	0.787	0.596	0.191	692.528
omega_853_15_0	omega_853_15	04f44b180559d0c8f8198bba983e1109	0.69	0.585	0.105	0.985	0.785	0.2	0.878	0.697	0.181	820.057
omega_333_20_0	omega_333_20	291fae1a6caee96df82783af89d09388	0.69	0.498	0.192	1.182	0.798	0.384	0.847	0.57	0.277	664.851
omega_1822_4_0	omega_1822_4	fa4a02085e040ff9da4c434a4641377e	0.69	0.497	0.193	1.242	0.84	0.402	0.82	0.549	0.27	638.236
omega_1137_13_0	omega_1137_13	8c30ed912b90ae0cc200f8428cc51bb6	0.69	0.442	0.248	0.981	0.603	0.378	1.043	0.623	0.419	739.213
omega_207_6_0	omega_207_6	f8fd981858a2fe78c2e8f70cc5e29a6b	0.689	0.542	0.148	0.969	0.718	0.251	0.952	0.688	0.264	812.926
omega_2066_37_0	omega_2066_37	11969077e92065caed2b4d4cf331ab75	0.689	0.47	0.219	1.008	0.641	0.368	0.99	0.639	0.351	756.445
omega_1374_26_0	omega_1374_26	e757173afe2fe1b552b05ab79d2526f5	0.689	0.447	0.242	1.001	0.624	0.377	1.014	0.612	0.402	723.434
omega_910_32_0	omega_910_32	460d2e080646072a9e2075689ed17921	0.688	0.42	0.268	0.926	0.551	0.375	1.123	0.638	0.485	761.884
omega_901_9_0	omega_901_9	6c525c3539e8b7342bb9b1b1a565766c	0.688	0.609	0.079	1.093	0.881	0.212	0.775	0.664	0.112	775.377
omega_994_2_0	omega_994_2	520a9b697f1b2f237955f475c9bd6396	0.687	0.508	0.179	0.984	0.699	0.285	0.976	0.65	0.326	766.783
omega_828_15_0	omega_828_15	fab699aff75a88515f220be613ff9795	0.687	0.584	0.103	1.039	0.815	0.224	0.834	0.674	0.16	790.16
omega_1617_13_0	omega_1617_13	e4662d77460d8fb20865bf505f761c1d	0.687	0.548	0.138	1.079	0.819	0.26	0.852	0.624	0.229	729.047
omega_1591_47_0	omega_1591_47	663c1aeb632aea507c56e9c615680876	0.686	0.568	0.117	1.032	0.837	0.195	0.867	0.639	0.228	746.684
omega_600_2_0	omega_600_2	5334430d8e8e9cc4622f35ff5f0eb429	0.686	0.556	0.13	0.971	0.739	0.231	0.92	0.691	0.228	815.903
omega_366_8_0	omega_366_8	9cff0a03199a42e4053ed6132bb9a675	0.686	0.545	0.14	1.14	0.861	0.278	0.818	0.598	0.22	696.238
omega_2108_3_0	omega_2108_3	42b817c92e8b0d0598a72722551ce092	0.685	0.531	0.155	1.046	0.79	0.256	0.899	0.618	0.281	722.834
omega_1610_3_0	omega_1610_3	021d777b468f68fc0a7e663515638ab0	0.685	0.516	0.169	1.263	0.774	0.489	0.814	0.608	0.206	711.239
omega_1759_11_0	omega_1759_11	03b8493aa5c04eed7c37a722ea7548ec	0.685	0.49	0.196	1.04	0.695	0.345	0.935	0.624	0.311	734.663
omega_218_49_0	omega_218_49	5007eb22e59a89985928a176467e25d8	0.685	0.544	0.141	0.988	0.744	0.244	0.92	0.669	0.251	787.956
omega_1118_1_0	omega_1118_1	069d4a708dbeb4db764e5fd567134a77	0.685	0.54	0.145	1.094	0.839	0.255	0.854	0.602	0.252	702.365
omega_321_10_0	omega_321_10	63b7bc26abe2f950e431d683c5a72df1	0.685	0.548	0.137	1.139	0.88	0.259	0.817	0.593	0.224	689.204
omega_89_8_0	omega_89_8	01aa6fe07bf3f386a81a3b9b3c514a79	0.685	0.478	0.207	0.974	0.657	0.317	1.011	0.636	0.375	752.094
omega_1771_19_0	omega_1771_19	0349ed0c132dbe31e2bf053c212a0dec	0.685	0.528	0.157	1.417	0.981	0.436	0.73	0.533	0.197	615.738
omega_1022_32_0	omega_1022_32	401c9c34470ceab9bfe6e6b9b0cc65e4	0.685	0.447	0.238	0.982	0.604	0.378	1.023	0.632	0.391	750.153
omega_988_37_0	omega_988_37	d5a34abf1142706fc53644611ad6ddfb	0.685	0.471	0.213	1.056	0.643	0.412	0.945	0.638	0.307	755.308
omega_1784_14_0	omega_1784_14	e8735db906b7f1720949fe166fbfbbc6	0.684	0.485	0.199	1.161	0.797	0.364	0.859	0.554	0.306	644.899
omega_1224_26_0	omega_1224_26	6ef426e3fbbd025452940f4562ce7fd4	0.684	0.52	0.165	0.923	0.675	0.248	1.022	0.693	0.329	821.375
omega_1683_45_0	omega_1683_45	98c4effcbdcfe565e864faeb5397255c	0.684	0.494	0.19	0.921	0.607	0.314	1.051	0.726	0.325	869.181
omega_1277_7_0	omega_1277_7	74b3519dc5f977c8318d114d55d05590	0.684	0.434	0.25	1.021	0.641	0.38	0.995	0.574	0.421	675.471
omega_49_37_0	omega_49_37	69028b19cc9a356a311265a3a5f7cf5e	0.684	0.544	0.139	0.971	0.751	0.22	0.94	0.664	0.275	781.729
omega_1139_1_0	omega_1139_1	75b9d6123ba1b3a7a662493767733fac	0.684	0.552	0.132	1.115	0.841	0.274	0.819	0.616	0.204	718.224
omega_1750_46_0	omega_1750_46	431fe505a91480790b25107ba647b082	0.683	0.504	0.179	0.966	0.678	0.288	0.983	0.663	0.319	784.671
omega_1077_42_0	omega_1077_42	58417aab7e95147836ccda88bdffb1d3	0.683	0.456	0.227	1.038	0.622	0.417	0.963	0.63	0.333	747.194
omega_1993_33_0	omega_1993_33	57c19c491e2e2f8588257569e9a8143b	0.683	0.557	0.125	1.105	0.814	0.291	0.819	0.639	0.18	747.728
omega_1726_30_0	omega_1726_30	94026a07214886fa9512d160b7e1da4a	0.682	0.473	0.209	0.977	0.624	0.353	1.002	0.662	0.339	787.138
omega_85_13_0	omega_85_13	e4b21695844b066ca20f2ce8b4a452b8	0.682	0.596	0.086	0.949	0.803	0.146	0.872	0.699	0.173	821.328
omega_1349_8_0	omega_1349_8	56762878c2e84e82fb48dcf3740b6572	0.682	0.429	0.253	0.928	0.578	0.35	1.102	0.625	0.477	743.745
omega_1463_33_0	omega_1463_33	cf4faa117ded80a7bbceacc1d4ded5f8	0.682	0.48	0.202	1.095	0.731	0.365	0.895	0.583	0.312	682.421
omega_214_16_0	omega_214_16	792de2c5edfd14a5f89db30419f1e8f2	0.682	0.486	0.196	0.956	0.662	0.294	1.017	0.646	0.371	763.478
omega_1721_25_0	omega_1721_25	d4a6b3ad08f4a28bcae3b9d744ed876e	0.681	0.475	0.207	0.959	0.622	0.337	1.015	0.668	0.348	793.711
omega_344_42_0	omega_344_42	c0988f00bca2ef2a2aee3e6d9b6a8aa6	0.681	0.459	0.223	0.943	0.618	0.324	1.055	0.639	0.416	758.56
omega_1162_1_0	omega_1162_1	cc73a2bc78c1a85dfe8bb57a1a8263a4	0.681	0.552	0.129	0.938	0.751	0.188	0.968	0.676	0.291	796.708
omega_1398_17_0	omega_1398_17	3b9c4bb441224722144b3229ce530bd9	0.681	0.436	0.244	0.939	0.562	0.377	1.071	0.661	0.41	790.554
omega_689_12_0	omega_689_12	a92f304032a03a240f5c6ba266a94534	0.681	0.506	0.174	0.927	0.699	0.227	1.074	0.647	0.427	763.439
omega_266_2_0	omega_266_2	d85bf5ad244be7c38c0dc4025283753c	0.681	0.555	0.126	0.956	0.751	0.205	0.924	0.68	0.244	801.211
omega_1136_1_0	omega_1136_1	10bdbf1f764fbeb016bdc746692d875f	0.68	0.564	0.116	0.992	0.812	0.18	0.895	0.649	0.246	759.958
omega_1239_20_0	omega_1239_20	43bcf534cf76371508272042f87eaa0e	0.68	0.447	0.233	1.016	0.629	0.386	0.976	0.608	0.369	718.08
omega_2044_2_0	omega_2044_2	5c4c1dd3028baa63692bdd2488617a87	0.68	0.448	0.231	1.018	0.588	0.43	0.988	0.654	0.334	779.379
omega_1094_22_0	omega_1094_22	d20a0e1af96382639cd03ce8240479ea	0.68	0.544	0.136	1.129	0.842	0.287	0.811	0.605	0.206	705.92
omega_1956_17_0	omega_1956_17	1fead7c588585ae06060254e6b525274	0.68	0.558	0.121	1.022	0.787	0.235	0.859	0.658	0.201	771.869
omega_1985_13_0	omega_1985_13	a33c42d86b7937dba5cd3b7c7a75f4df	0.679	0.531	0.148	0.989	0.73	0.259	0.918	0.662	0.257	779.411
omega_1658_12_0	omega_1658_12	f03df9fe8a36884ac4857c3ed35747e4	0.679	0.5	0.179	1.008	0.687	0.321	0.936	0.647	0.289	763.708
omega_1584_39_0	omega_1584_39	35d8e69ad678863ec85005e215a0b575	0.679	0.452	0.227	1.005	0.647	0.358	0.982	0.6	0.382	708.16
omega_1206_29_0	omega_1206_29	f951eab6e1e78dd293a3154ced2c58b2	0.679	0.474	0.205	1.027	0.669	0.358	0.943	0.619	0.324	730.262
omega_1868_1_0	omega_1868_1	bfc804ff851c3ab826eda575142daff3	0.679	0.497	0.182	0.977	0.673	0.304	0.967	0.655	0.312	773.914
omega_1497_9_0	omega_1497_9	b8d948edb9a7ae9a654eea3130dd5806	0.679	0.583	0.096	0.908	0.744	0.163	0.917	0.729	0.188	861.799
omega_197_25_0	omega_197_25	3dfc38680f8833d0d1c1b60c945ad66b	0.679	0.504	0.175	0.959	0.662	0.297	0.976	0.678	0.298	803.56
omega_1637_26_0	omega_1637_26	a512e79887a9c9467e7eed5065efed1b	0.679	0.521	0.158	0.89	0.653	0.237	1.041	0.72	0.32	858.087
omega_442_26_0	omega_442_26	1e765926210f71947769c4f70a6bd6e6	0.678	0.517	0.161	1.002	0.721	0.281	0.922	0.646	0.275	760.882
